LapNumber,Driver,Team,Compound,Stint,TyreLife,LapTime,Position,Time,DriverNumber,PitInTime,PitOutTime,WillPitThisLap,NextPitIn3Laps
1.0,ALB,Williams,MEDIUM,1.0,1.0,0 days 00:41:34.817000,9.0,0 days 01:36:40.770000,23,0 days 00:57:00.668000,,1,1
2.0,ALB,Williams,HARD,2.0,1.0,0 days 00:02:22.255000,9.0,0 days 01:39:03.025000,23,,0 days 01:36:41.722000,0,0
3.0,ALB,Williams,HARD,2.0,2.0,0 days 00:01:27.834000,9.0,0 days 01:40:30.859000,23,,,0,0
4.0,ALB,Williams,HARD,2.0,3.0,0 days 00:01:23.286000,9.0,0 days 01:41:54.145000,23,,,0,0
5.0,ALB,Williams,HARD,2.0,4.0,0 days 00:01:23.369000,9.0,0 days 01:43:17.514000,23,,,0,0
6.0,ALB,Williams,HARD,2.0,5.0,0 days 00:01:23.416000,9.0,0 days 01:44:40.930000,23,,,0,0
7.0,ALB,Williams,HARD,2.0,6.0,0 days 00:01:21.913000,9.0,0 days 01:46:02.843000,23,,,0,0
8.0,ALB,Williams,HARD,2.0,7.0,0 days 00:01:21.536000,9.0,0 days 01:47:24.379000,23,,,0,0
9.0,ALB,Williams,HARD,2.0,8.0,0 days 00:01:22.004000,9.0,0 days 01:48:46.383000,23,,,0,0
10.0,ALB,Williams,HARD,2.0,9.0,0 days 00:01:21.562000,9.0,0 days 01:50:07.945000,23,,,0,0
11.0,ALB,Williams,HARD,2.0,10.0,0 days 00:01:21.514000,9.0,0 days 01:51:29.459000,23,,,0,0
12.0,ALB,Williams,HARD,2.0,11.0,0 days 00:01:20.821000,9.0,0 days 01:52:50.280000,23,,,0,0
13.0,ALB,Williams,HARD,2.0,12.0,0 days 00:01:21.420000,9.0,0 days 01:54:11.700000,23,,,0,0
14.0,ALB,Williams,HARD,2.0,13.0,0 days 00:01:20.591000,9.0,0 days 01:55:32.291000,23,,,0,0
15.0,ALB,Williams,HARD,2.0,14.0,0 days 00:01:20.591000,9.0,0 days 01:56:52.882000,23,,,0,0
16.0,ALB,Williams,HARD,2.0,15.0,0 days 00:01:20.793000,9.0,0 days 01:58:13.675000,23,,,0,0
17.0,ALB,Williams,HARD,2.0,16.0,0 days 00:01:21.137000,9.0,0 days 01:59:34.812000,23,,,0,0
18.0,ALB,Williams,HARD,2.0,17.0,0 days 00:01:20.042000,9.0,0 days 02:00:54.854000,23,,,0,0
19.0,ALB,Williams,HARD,2.0,18.0,0 days 00:01:20.245000,9.0,0 days 02:02:15.099000,23,,,0,0
20.0,ALB,Williams,HARD,2.0,19.0,0 days 00:01:20.360000,9.0,0 days 02:03:35.459000,23,,,0,0
21.0,ALB,Williams,HARD,2.0,20.0,0 days 00:01:20.937000,9.0,0 days 02:04:56.396000,23,,,0,0
22.0,ALB,Williams,HARD,2.0,21.0,0 days 00:01:20.542000,9.0,0 days 02:06:16.938000,23,,,0,0
23.0,ALB,Williams,HARD,2.0,22.0,0 days 00:01:20.143000,9.0,0 days 02:07:37.081000,23,,,0,0
24.0,ALB,Williams,HARD,2.0,23.0,0 days 00:01:20.517000,9.0,0 days 02:08:57.598000,23,,,0,0
25.0,ALB,Williams,HARD,2.0,24.0,0 days 00:01:20.323000,9.0,0 days 02:10:17.921000,23,,,0,0
26.0,ALB,Williams,HARD,2.0,25.0,0 days 00:01:20.463000,9.0,0 days 02:11:38.384000,23,,,0,0
27.0,ALB,Williams,HARD,2.0,26.0,0 days 00:01:20.509000,9.0,0 days 02:12:58.893000,23,,,0,0
28.0,ALB,Williams,HARD,2.0,27.0,0 days 00:01:19.510000,9.0,0 days 02:14:18.403000,23,,,0,0
29.0,ALB,Williams,HARD,2.0,28.0,0 days 00:01:20.271000,9.0,0 days 02:15:38.674000,23,,,0,0
30.0,ALB,Williams,HARD,2.0,29.0,0 days 00:01:21.439000,9.0,0 days 02:17:00.113000,23,,,0,0
31.0,ALB,Williams,HARD,2.0,30.0,0 days 00:01:20.941000,9.0,0 days 02:18:21.054000,23,,,0,0
32.0,ALB,Williams,HARD,2.0,31.0,0 days 00:01:20.148000,9.0,0 days 02:19:41.202000,23,,,0,0
33.0,ALB,Williams,HARD,2.0,32.0,0 days 00:01:19.491000,9.0,0 days 02:21:00.693000,23,,,0,0
34.0,ALB,Williams,HARD,2.0,33.0,0 days 00:01:19.134000,9.0,0 days 02:22:19.827000,23,,,0,0
35.0,ALB,Williams,HARD,2.0,34.0,0 days 00:01:18.816000,9.0,0 days 02:23:38.643000,23,,,0,0
36.0,ALB,Williams,HARD,2.0,35.0,0 days 00:01:21.628000,9.0,0 days 02:25:00.271000,23,,,0,0
37.0,ALB,Williams,HARD,2.0,36.0,0 days 00:01:20.775000,9.0,0 days 02:26:21.046000,23,,,0,0
38.0,ALB,Williams,HARD,2.0,37.0,0 days 00:01:20.314000,9.0,0 days 02:27:41.360000,23,,,0,0
39.0,ALB,Williams,HARD,2.0,38.0,0 days 00:01:20.389000,9.0,0 days 02:29:01.749000,23,,,0,0
40.0,ALB,Williams,HARD,2.0,39.0,0 days 00:01:19.812000,9.0,0 days 02:30:21.561000,23,,,0,0
41.0,ALB,Williams,HARD,2.0,40.0,0 days 00:01:19.329000,9.0,0 days 02:31:40.890000,23,,,0,0
42.0,ALB,Williams,HARD,2.0,41.0,0 days 00:01:20.084000,9.0,0 days 02:33:00.974000,23,,,0,0
43.0,ALB,Williams,HARD,2.0,42.0,0 days 00:01:19.496000,9.0,0 days 02:34:20.470000,23,,,0,0
44.0,ALB,Williams,HARD,2.0,43.0,0 days 00:01:19.683000,9.0,0 days 02:35:40.153000,23,,,0,0
45.0,ALB,Williams,HARD,2.0,44.0,0 days 00:01:21.748000,9.0,0 days 02:37:01.901000,23,,,0,0
46.0,ALB,Williams,HARD,2.0,45.0,0 days 00:01:20.594000,9.0,0 days 02:38:22.495000,23,,,0,0
47.0,ALB,Williams,HARD,2.0,46.0,0 days 00:01:20.462000,9.0,0 days 02:39:42.957000,23,,,0,0
48.0,ALB,Williams,HARD,2.0,47.0,0 days 00:01:19.321000,9.0,0 days 02:41:02.278000,23,,,0,0
49.0,ALB,Williams,HARD,2.0,48.0,0 days 00:01:19.378000,9.0,0 days 02:42:21.656000,23,,,0,0
50.0,ALB,Williams,HARD,2.0,49.0,0 days 00:01:19.268000,9.0,0 days 02:43:40.924000,23,,,0,0
51.0,ALB,Williams,HARD,2.0,50.0,0 days 00:01:18.863000,9.0,0 days 02:44:59.787000,23,,,0,0
52.0,ALB,Williams,HARD,2.0,51.0,0 days 00:01:21.554000,9.0,0 days 02:46:21.341000,23,,,0,0
53.0,ALB,Williams,HARD,2.0,52.0,0 days 00:01:20.700000,9.0,0 days 02:47:42.041000,23,,,0,0
54.0,ALB,Williams,HARD,2.0,53.0,0 days 00:01:23.647000,9.0,0 days 02:49:05.688000,23,,,0,0
55.0,ALB,Williams,HARD,2.0,54.0,0 days 00:01:19.085000,9.0,0 days 02:50:24.773000,23,,,0,0
56.0,ALB,Williams,HARD,2.0,55.0,0 days 00:01:18.796000,9.0,0 days 02:51:43.569000,23,,,0,0
57.0,ALB,Williams,HARD,2.0,56.0,0 days 00:01:18.271000,9.0,0 days 02:53:01.840000,23,,,0,0
58.0,ALB,Williams,HARD,2.0,57.0,0 days 00:01:18.690000,9.0,0 days 02:54:20.530000,23,,,0,0
59.0,ALB,Williams,HARD,2.0,58.0,0 days 00:01:18.201000,9.0,0 days 02:55:38.731000,23,,,0,0
60.0,ALB,Williams,HARD,2.0,59.0,0 days 00:01:19.533000,9.0,0 days 02:56:58.264000,23,,,0,0
61.0,ALB,Williams,HARD,2.0,60.0,0 days 00:01:20.222000,9.0,0 days 02:58:18.486000,23,,,0,0
62.0,ALB,Williams,HARD,2.0,61.0,0 days 00:01:19.506000,9.0,0 days 02:59:37.992000,23,,,0,0
63.0,ALB,Williams,HARD,2.0,62.0,0 days 00:01:23.085000,9.0,0 days 03:01:01.077000,23,,,0,0
64.0,ALB,Williams,HARD,2.0,63.0,0 days 00:01:17.911000,9.0,0 days 03:02:18.988000,23,,,0,0
65.0,ALB,Williams,HARD,2.0,64.0,0 days 00:01:17.261000,9.0,0 days 03:03:36.249000,23,,,0,0
66.0,ALB,Williams,HARD,2.0,65.0,0 days 00:01:18.003000,9.0,0 days 03:04:54.252000,23,,,0,0
67.0,ALB,Williams,HARD,2.0,66.0,0 days 00:01:17.874000,9.0,0 days 03:06:12.126000,23,,,0,0
68.0,ALB,Williams,HARD,2.0,67.0,0 days 00:01:18.385000,9.0,0 days 03:07:30.511000,23,,,0,0
69.0,ALB,Williams,HARD,2.0,68.0,0 days 00:01:19.921000,9.0,0 days 03:08:50.432000,23,,,0,0
70.0,ALB,Williams,HARD,2.0,69.0,0 days 00:01:19.370000,9.0,0 days 03:10:09.802000,23,,,0,0
71.0,ALB,Williams,HARD,2.0,70.0,0 days 00:01:18.957000,9.0,0 days 03:11:28.759000,23,,,0,0
72.0,ALB,Williams,HARD,2.0,71.0,0 days 00:01:18.165000,9.0,0 days 03:12:46.924000,23,,,0,0
73.0,ALB,Williams,HARD,2.0,72.0,0 days 00:01:18.432000,9.0,0 days 03:14:05.356000,23,,,0,0
74.0,ALB,Williams,HARD,2.0,73.0,0 days 00:01:18.014000,9.0,0 days 03:15:23.370000,23,,,0,0
75.0,ALB,Williams,HARD,2.0,74.0,0 days 00:01:17.850000,9.0,0 days 03:16:41.220000,23,,,0,0
76.0,ALB,Williams,HARD,2.0,75.0,0 days 00:01:17.279000,9.0,0 days 03:17:58.499000,23,,,0,0
77.0,ALB,Williams,HARD,2.0,76.0,0 days 00:01:17.060000,9.0,0 days 03:19:15.559000,23,,,0,0
1.0,ALO,Aston Martin,HARD,1.0,2.0,0 days 00:41:53.184000,13.0,0 days 01:36:59.137000,14,0 days 00:57:10.782000,,1,1
2.0,ALO,Aston Martin,MEDIUM,2.0,2.0,0 days 00:02:04.571000,13.0,0 days 01:39:03.708000,14,,0 days 01:37:00.031000,0,0
3.0,ALO,Aston Martin,MEDIUM,2.0,3.0,0 days 00:01:29.188000,12.0,0 days 01:40:32.896000,14,,,0,0
4.0,ALO,Aston Martin,MEDIUM,2.0,4.0,0 days 00:01:23.736000,12.0,0 days 01:41:56.632000,14,,,0,0
5.0,ALO,Aston Martin,MEDIUM,2.0,5.0,0 days 00:01:23.575000,12.0,0 days 01:43:20.207000,14,,,0,0
6.0,ALO,Aston Martin,MEDIUM,2.0,6.0,0 days 00:01:22.711000,12.0,0 days 01:44:42.918000,14,,,0,0
7.0,ALO,Aston Martin,MEDIUM,2.0,7.0,0 days 00:01:22.866000,12.0,0 days 01:46:05.784000,14,,,0,0
8.0,ALO,Aston Martin,MEDIUM,2.0,8.0,0 days 00:01:22.284000,12.0,0 days 01:47:28.068000,14,,,0,0
9.0,ALO,Aston Martin,MEDIUM,2.0,9.0,0 days 00:01:21.650000,12.0,0 days 01:48:49.718000,14,,,0,0
10.0,ALO,Aston Martin,MEDIUM,2.0,10.0,0 days 00:01:21.864000,12.0,0 days 01:50:11.582000,14,,,0,0
11.0,ALO,Aston Martin,MEDIUM,2.0,11.0,0 days 00:01:21.418000,12.0,0 days 01:51:33,14,,,0,0
12.0,ALO,Aston Martin,MEDIUM,2.0,12.0,0 days 00:01:21.366000,12.0,0 days 01:52:54.366000,14,,,0,0
13.0,ALO,Aston Martin,MEDIUM,2.0,13.0,0 days 00:01:21.428000,12.0,0 days 01:54:15.794000,14,,,0,0
14.0,ALO,Aston Martin,MEDIUM,2.0,14.0,0 days 00:01:21.392000,12.0,0 days 01:55:37.186000,14,,,0,0
15.0,ALO,Aston Martin,MEDIUM,2.0,15.0,0 days 00:01:21.061000,12.0,0 days 01:56:58.247000,14,,,0,0
16.0,ALO,Aston Martin,MEDIUM,2.0,16.0,0 days 00:01:21.318000,12.0,0 days 01:58:19.565000,14,,,0,0
17.0,ALO,Aston Martin,MEDIUM,2.0,17.0,0 days 00:01:20.799000,12.0,0 days 01:59:40.364000,14,,,0,0
18.0,ALO,Aston Martin,MEDIUM,2.0,18.0,0 days 00:01:21.075000,12.0,0 days 02:01:01.439000,14,,,0,0
19.0,ALO,Aston Martin,MEDIUM,2.0,19.0,0 days 00:01:20.605000,12.0,0 days 02:02:22.044000,14,,,0,0
20.0,ALO,Aston Martin,MEDIUM,2.0,20.0,0 days 00:01:21.110000,12.0,0 days 02:03:43.154000,14,,,0,0
21.0,ALO,Aston Martin,MEDIUM,2.0,21.0,0 days 00:01:20.317000,12.0,0 days 02:05:03.471000,14,,,0,0
22.0,ALO,Aston Martin,MEDIUM,2.0,22.0,0 days 00:01:21.037000,12.0,0 days 02:06:24.508000,14,,,0,0
23.0,ALO,Aston Martin,MEDIUM,2.0,23.0,0 days 00:01:20.246000,12.0,0 days 02:07:44.754000,14,,,0,0
24.0,ALO,Aston Martin,MEDIUM,2.0,24.0,0 days 00:01:21.413000,12.0,0 days 02:09:06.167000,14,,,0,0
25.0,ALO,Aston Martin,MEDIUM,2.0,25.0,0 days 00:01:21.091000,12.0,0 days 02:10:27.258000,14,,,0,0
26.0,ALO,Aston Martin,MEDIUM,2.0,26.0,0 days 00:01:20.858000,12.0,0 days 02:11:48.116000,14,,,0,0
27.0,ALO,Aston Martin,MEDIUM,2.0,27.0,0 days 00:01:21.303000,12.0,0 days 02:13:09.419000,14,,,0,0
28.0,ALO,Aston Martin,MEDIUM,2.0,28.0,0 days 00:01:21.544000,12.0,0 days 02:14:30.963000,14,,,0,0
29.0,ALO,Aston Martin,MEDIUM,2.0,29.0,0 days 00:01:21.205000,12.0,0 days 02:15:52.168000,14,,,0,0
30.0,ALO,Aston Martin,MEDIUM,2.0,30.0,0 days 00:01:21.034000,12.0,0 days 02:17:13.202000,14,,,0,0
31.0,ALO,Aston Martin,MEDIUM,2.0,31.0,0 days 00:01:20.642000,12.0,0 days 02:18:33.844000,14,,,0,0
32.0,ALO,Aston Martin,MEDIUM,2.0,32.0,0 days 00:01:21.010000,12.0,0 days 02:19:54.854000,14,,,0,0
33.0,ALO,Aston Martin,MEDIUM,2.0,33.0,0 days 00:01:20.350000,12.0,0 days 02:21:15.204000,14,,,0,0
34.0,ALO,Aston Martin,MEDIUM,2.0,34.0,0 days 00:01:20.877000,12.0,0 days 02:22:36.081000,14,,,0,0
35.0,ALO,Aston Martin,MEDIUM,2.0,35.0,0 days 00:01:20.432000,12.0,0 days 02:23:56.513000,14,,,0,0
36.0,ALO,Aston Martin,MEDIUM,2.0,36.0,0 days 00:01:21.128000,12.0,0 days 02:25:17.641000,14,,,0,0
37.0,ALO,Aston Martin,MEDIUM,2.0,37.0,0 days 00:01:21.512000,12.0,0 days 02:26:39.153000,14,,,0,0
38.0,ALO,Aston Martin,MEDIUM,2.0,38.0,0 days 00:01:21.082000,12.0,0 days 02:28:00.235000,14,,,0,0
39.0,ALO,Aston Martin,MEDIUM,2.0,39.0,0 days 00:01:21.265000,12.0,0 days 02:29:21.500000,14,,,0,0
40.0,ALO,Aston Martin,MEDIUM,2.0,40.0,0 days 00:01:20.755000,12.0,0 days 02:30:42.255000,14,,,0,0
41.0,ALO,Aston Martin,MEDIUM,2.0,41.0,0 days 00:01:23.446000,12.0,0 days 02:32:05.701000,14,,,0,0
42.0,ALO,Aston Martin,MEDIUM,2.0,42.0,0 days 00:01:23.332000,12.0,0 days 02:33:29.033000,14,,,0,0
43.0,ALO,Aston Martin,MEDIUM,2.0,43.0,0 days 00:01:20.286000,12.0,0 days 02:34:49.319000,14,,,0,0
44.0,ALO,Aston Martin,MEDIUM,2.0,44.0,0 days 00:01:18.852000,12.0,0 days 02:36:08.171000,14,,,0,0
45.0,ALO,Aston Martin,MEDIUM,2.0,45.0,0 days 00:01:19.956000,12.0,0 days 02:37:28.127000,14,,,0,0
46.0,ALO,Aston Martin,MEDIUM,2.0,46.0,0 days 00:01:18.928000,12.0,0 days 02:38:47.055000,14,,,0,0
47.0,ALO,Aston Martin,MEDIUM,2.0,47.0,0 days 00:01:19.109000,12.0,0 days 02:40:06.164000,14,,,0,0
48.0,ALO,Aston Martin,MEDIUM,2.0,48.0,0 days 00:01:20.315000,11.0,0 days 02:41:26.479000,14,,,0,0
49.0,ALO,Aston Martin,MEDIUM,2.0,49.0,0 days 00:01:19.837000,11.0,0 days 02:42:46.316000,14,,,0,0
50.0,ALO,Aston Martin,MEDIUM,2.0,50.0,0 days 00:01:19.334000,11.0,0 days 02:44:05.650000,14,,,0,0
51.0,ALO,Aston Martin,MEDIUM,2.0,51.0,0 days 00:01:20.636000,11.0,0 days 02:45:26.286000,14,,,0,0
52.0,ALO,Aston Martin,MEDIUM,2.0,52.0,0 days 00:01:23.377000,11.0,0 days 02:46:49.663000,14,,,0,0
53.0,ALO,Aston Martin,MEDIUM,2.0,53.0,0 days 00:01:19.992000,11.0,0 days 02:48:09.655000,14,,,0,0
54.0,ALO,Aston Martin,MEDIUM,2.0,54.0,0 days 00:01:19.191000,11.0,0 days 02:49:28.846000,14,,,0,0
55.0,ALO,Aston Martin,MEDIUM,2.0,55.0,0 days 00:01:19.411000,11.0,0 days 02:50:48.257000,14,,,0,0
56.0,ALO,Aston Martin,MEDIUM,2.0,56.0,0 days 00:01:20.739000,11.0,0 days 02:52:08.996000,14,,,0,0
57.0,ALO,Aston Martin,MEDIUM,2.0,57.0,0 days 00:01:20.600000,11.0,0 days 02:53:29.596000,14,,,0,0
58.0,ALO,Aston Martin,MEDIUM,2.0,58.0,0 days 00:01:19.229000,11.0,0 days 02:54:48.825000,14,,,0,0
59.0,ALO,Aston Martin,MEDIUM,2.0,59.0,0 days 00:01:19.219000,11.0,0 days 02:56:08.044000,14,,,0,0
60.0,ALO,Aston Martin,MEDIUM,2.0,60.0,0 days 00:01:19.166000,11.0,0 days 02:57:27.210000,14,,,0,0
61.0,ALO,Aston Martin,MEDIUM,2.0,61.0,0 days 00:01:18.752000,11.0,0 days 02:58:45.962000,14,,,0,0
62.0,ALO,Aston Martin,MEDIUM,2.0,62.0,0 days 00:01:18.816000,11.0,0 days 03:00:04.778000,14,,,0,0
63.0,ALO,Aston Martin,MEDIUM,2.0,63.0,0 days 00:01:18.556000,11.0,0 days 03:01:23.334000,14,,,0,0
64.0,ALO,Aston Martin,MEDIUM,2.0,64.0,0 days 00:01:18.736000,11.0,0 days 03:02:42.070000,14,,,0,0
65.0,ALO,Aston Martin,MEDIUM,2.0,65.0,0 days 00:01:18.633000,11.0,0 days 03:04:00.703000,14,,,0,0
66.0,ALO,Aston Martin,MEDIUM,2.0,66.0,0 days 00:01:18.637000,11.0,0 days 03:05:19.340000,14,,,0,0
67.0,ALO,Aston Martin,MEDIUM,2.0,67.0,0 days 00:01:18.126000,11.0,0 days 03:06:37.466000,14,,,0,0
68.0,ALO,Aston Martin,MEDIUM,2.0,68.0,0 days 00:01:17.939000,11.0,0 days 03:07:55.405000,14,,,0,0
69.0,ALO,Aston Martin,MEDIUM,2.0,69.0,0 days 00:01:18.713000,11.0,0 days 03:09:14.118000,14,,,0,0
70.0,ALO,Aston Martin,MEDIUM,2.0,70.0,0 days 00:01:18.473000,11.0,0 days 03:10:32.591000,14,,,0,0
71.0,ALO,Aston Martin,MEDIUM,2.0,71.0,0 days 00:01:18.133000,11.0,0 days 03:11:50.724000,14,,,0,0
72.0,ALO,Aston Martin,MEDIUM,2.0,72.0,0 days 00:01:18.081000,11.0,0 days 03:13:08.805000,14,,,0,0
73.0,ALO,Aston Martin,MEDIUM,2.0,73.0,0 days 00:01:18.504000,11.0,0 days 03:14:27.309000,14,,,0,0
74.0,ALO,Aston Martin,MEDIUM,2.0,74.0,0 days 00:01:20.336000,11.0,0 days 03:15:47.645000,14,,,0,0
75.0,ALO,Aston Martin,MEDIUM,2.0,75.0,0 days 00:01:18.663000,11.0,0 days 03:17:06.308000,14,,,0,0
76.0,ALO,Aston Martin,MEDIUM,2.0,76.0,0 days 00:01:19.053000,11.0,0 days 03:18:25.361000,14,,,0,0
1.0,BOT,Kick Sauber,HARD,1.0,1.0,0 days 00:42:01.748000,15.0,0 days 01:37:07.701000,77,0 days 00:57:14.608000,,1,1
2.0,BOT,Kick Sauber,MEDIUM,2.0,1.0,0 days 00:01:56.358000,15.0,0 days 01:39:04.059000,77,,0 days 01:37:08.441000,0,0
3.0,BOT,Kick Sauber,MEDIUM,2.0,2.0,0 days 00:01:29.743000,14.0,0 days 01:40:33.802000,77,,,0,0
4.0,BOT,Kick Sauber,MEDIUM,2.0,3.0,0 days 00:01:23.386000,14.0,0 days 01:41:57.188000,77,,,0,0
5.0,BOT,Kick Sauber,MEDIUM,2.0,4.0,0 days 00:01:23.636000,14.0,0 days 01:43:20.824000,77,,,0,0
6.0,BOT,Kick Sauber,MEDIUM,2.0,5.0,0 days 00:01:22.868000,14.0,0 days 01:44:43.692000,77,,,0,0
7.0,BOT,Kick Sauber,MEDIUM,2.0,6.0,0 days 00:01:22.832000,14.0,0 days 01:46:06.524000,77,,,0,0
8.0,BOT,Kick Sauber,MEDIUM,2.0,7.0,0 days 00:01:22.249000,14.0,0 days 01:47:28.773000,77,,,0,0
9.0,BOT,Kick Sauber,MEDIUM,2.0,8.0,0 days 00:01:21.715000,14.0,0 days 01:48:50.488000,77,,,0,0
10.0,BOT,Kick Sauber,MEDIUM,2.0,9.0,0 days 00:01:21.947000,14.0,0 days 01:50:12.435000,77,,,0,0
11.0,BOT,Kick Sauber,MEDIUM,2.0,10.0,0 days 00:01:21.547000,14.0,0 days 01:51:33.982000,77,,,0,0
12.0,BOT,Kick Sauber,MEDIUM,2.0,11.0,0 days 00:01:21.328000,14.0,0 days 01:52:55.310000,77,,,0,0
13.0,BOT,Kick Sauber,MEDIUM,2.0,12.0,0 days 00:01:21.540000,14.0,0 days 01:54:16.850000,77,,,0,1
14.0,BOT,Kick Sauber,MEDIUM,2.0,13.0,0 days 00:01:21.221000,14.0,0 days 01:55:38.071000,77,,,0,1
15.0,BOT,Kick Sauber,MEDIUM,2.0,14.0,0 days 00:01:37.899000,16.0,0 days 01:57:15.970000,77,0 days 01:56:52.474000,,1,1
16.0,BOT,Kick Sauber,HARD,3.0,2.0,0 days 00:01:20.012000,16.0,0 days 01:58:35.982000,77,,0 days 01:57:16.741000,0,0
17.0,BOT,Kick Sauber,HARD,3.0,3.0,0 days 00:01:16.561000,16.0,0 days 01:59:52.543000,77,,,0,0
18.0,BOT,Kick Sauber,HARD,3.0,4.0,0 days 00:01:16.567000,16.0,0 days 02:01:09.110000,77,,,0,0
19.0,BOT,Kick Sauber,HARD,3.0,5.0,0 days 00:01:17.829000,16.0,0 days 02:02:26.939000,77,,,0,0
20.0,BOT,Kick Sauber,HARD,3.0,6.0,0 days 00:01:19.124000,16.0,0 days 02:03:46.063000,77,,,0,0
21.0,BOT,Kick Sauber,HARD,3.0,7.0,0 days 00:01:20.462000,16.0,0 days 02:05:06.525000,77,,,0,0
22.0,BOT,Kick Sauber,HARD,3.0,8.0,0 days 00:01:21.022000,16.0,0 days 02:06:27.547000,77,,,0,0
23.0,BOT,Kick Sauber,HARD,3.0,9.0,0 days 00:01:20.750000,16.0,0 days 02:07:48.297000,77,,,0,0
24.0,BOT,Kick Sauber,HARD,3.0,10.0,0 days 00:01:20.564000,16.0,0 days 02:09:08.861000,77,,,0,0
25.0,BOT,Kick Sauber,HARD,3.0,11.0,0 days 00:01:20.783000,16.0,0 days 02:10:29.644000,77,,,0,0
26.0,BOT,Kick Sauber,HARD,3.0,12.0,0 days 00:01:20.851000,16.0,0 days 02:11:50.495000,77,,,0,0
27.0,BOT,Kick Sauber,HARD,3.0,13.0,0 days 00:01:21.370000,16.0,0 days 02:13:11.865000,77,,,0,0
28.0,BOT,Kick Sauber,HARD,3.0,14.0,0 days 00:01:21.765000,16.0,0 days 02:14:33.630000,77,,,0,0
29.0,BOT,Kick Sauber,HARD,3.0,15.0,0 days 00:01:20.857000,16.0,0 days 02:15:54.487000,77,,,0,0
30.0,BOT,Kick Sauber,HARD,3.0,16.0,0 days 00:01:21.470000,16.0,0 days 02:17:15.957000,77,,,0,0
31.0,BOT,Kick Sauber,HARD,3.0,17.0,0 days 00:01:20.752000,16.0,0 days 02:18:36.709000,77,,,0,0
32.0,BOT,Kick Sauber,HARD,3.0,18.0,0 days 00:01:20.658000,16.0,0 days 02:19:57.367000,77,,,0,0
33.0,BOT,Kick Sauber,HARD,3.0,19.0,0 days 00:01:20.525000,16.0,0 days 02:21:17.892000,77,,,0,0
34.0,BOT,Kick Sauber,HARD,3.0,20.0,0 days 00:01:20.903000,16.0,0 days 02:22:38.795000,77,,,0,0
35.0,BOT,Kick Sauber,HARD,3.0,21.0,0 days 00:01:20.254000,16.0,0 days 02:23:59.049000,77,,,0,0
36.0,BOT,Kick Sauber,HARD,3.0,22.0,0 days 00:01:21.196000,16.0,0 days 02:25:20.245000,77,,,0,0
37.0,BOT,Kick Sauber,HARD,3.0,23.0,0 days 00:01:21.386000,16.0,0 days 02:26:41.631000,77,,,0,0
38.0,BOT,Kick Sauber,HARD,3.0,24.0,0 days 00:01:20.948000,16.0,0 days 02:28:02.579000,77,,,0,0
39.0,BOT,Kick Sauber,HARD,3.0,25.0,0 days 00:01:23.172000,16.0,0 days 02:29:25.751000,77,,,0,0
40.0,BOT,Kick Sauber,HARD,3.0,26.0,0 days 00:01:23.591000,16.0,0 days 02:30:49.342000,77,,,0,0
41.0,BOT,Kick Sauber,HARD,3.0,27.0,0 days 00:01:20.230000,16.0,0 days 02:32:09.572000,77,,,0,0
42.0,BOT,Kick Sauber,HARD,3.0,28.0,0 days 00:01:22.109000,16.0,0 days 02:33:31.681000,77,,,0,0
43.0,BOT,Kick Sauber,HARD,3.0,29.0,0 days 00:01:20.912000,16.0,0 days 02:34:52.593000,77,,,0,0
44.0,BOT,Kick Sauber,HARD,3.0,30.0,0 days 00:01:19.772000,16.0,0 days 02:36:12.365000,77,,,0,0
45.0,BOT,Kick Sauber,HARD,3.0,31.0,0 days 00:01:20.043000,16.0,0 days 02:37:32.408000,77,,,0,0
46.0,BOT,Kick Sauber,HARD,3.0,32.0,0 days 00:01:20.417000,16.0,0 days 02:38:52.825000,77,,,0,0
47.0,BOT,Kick Sauber,HARD,3.0,33.0,0 days 00:01:22.969000,16.0,0 days 02:40:15.794000,77,,,0,0
48.0,BOT,Kick Sauber,HARD,3.0,34.0,0 days 00:01:20.562000,15.0,0 days 02:41:36.356000,77,,,0,0
49.0,BOT,Kick Sauber,HARD,3.0,35.0,0 days 00:01:20.818000,15.0,0 days 02:42:57.174000,77,,,0,0
50.0,BOT,Kick Sauber,HARD,3.0,36.0,0 days 00:01:20.239000,14.0,0 days 02:44:17.413000,77,,,0,0
51.0,BOT,Kick Sauber,HARD,3.0,37.0,0 days 00:01:17.205000,13.0,0 days 02:45:34.618000,77,,,0,0
52.0,BOT,Kick Sauber,HARD,3.0,38.0,0 days 00:01:17.202000,13.0,0 days 02:46:51.820000,77,,,0,0
53.0,BOT,Kick Sauber,HARD,3.0,39.0,0 days 00:01:18.456000,13.0,0 days 02:48:10.276000,77,,,0,0
54.0,BOT,Kick Sauber,HARD,3.0,40.0,0 days 00:01:19.403000,13.0,0 days 02:49:29.679000,77,,,0,0
55.0,BOT,Kick Sauber,HARD,3.0,41.0,0 days 00:01:20.375000,13.0,0 days 02:50:50.054000,77,,,0,0
56.0,BOT,Kick Sauber,HARD,3.0,42.0,0 days 00:01:21.657000,13.0,0 days 02:52:11.711000,77,,,0,0
57.0,BOT,Kick Sauber,HARD,3.0,43.0,0 days 00:01:18.994000,13.0,0 days 02:53:30.705000,77,,,0,0
58.0,BOT,Kick Sauber,HARD,3.0,44.0,0 days 00:01:19.280000,13.0,0 days 02:54:49.985000,77,,,0,0
