LapNumber,Driver,Team,Compound,Stint,TyreLife,LapTime,Position,Time,DriverNumber,PitInTime,PitOutTime,WillPitThisLap,NextPitIn3Laps
19.0,ZHO,Kick Sauber,HARD,2.0,18.0,0 days 00:01:21.420000,15.0,0 days 02:02:24.231000,24,,,0,0
20.0,ZHO,Kick Sauber,HARD,2.0,19.0,0 days 00:01:20.904000,15.0,0 days 02:03:45.135000,24,,,0,0
21.0,ZHO,Kick Sauber,HARD,2.0,20.0,0 days 00:01:20.669000,15.0,0 days 02:05:05.804000,24,,,0,0
22.0,ZHO,Kick Sauber,HARD,2.0,21.0,0 days 00:01:21.083000,15.0,0 days 02:06:26.887000,24,,,0,0
23.0,ZHO,Kick Sauber,HARD,2.0,22.0,0 days 00:01:20.792000,15.0,0 days 02:07:47.679000,24,,,0,0
24.0,ZHO,Kick Sauber,HARD,2.0,23.0,0 days 00:01:20.347000,15.0,0 days 02:09:08.026000,24,,,0,0
25.0,ZHO,Kick Sauber,HARD,2.0,24.0,0 days 00:01:20.763000,15.0,0 days 02:10:28.789000,24,,,0,0
26.0,ZHO,Kick Sauber,HARD,2.0,25.0,0 days 00:01:20.869000,15.0,0 days 02:11:49.658000,24,,,0,0
27.0,ZHO,Kick Sauber,HARD,2.0,26.0,0 days 00:01:21.293000,15.0,0 days 02:13:10.951000,24,,,0,0
28.0,ZHO,Kick Sauber,HARD,2.0,27.0,0 days 00:01:21.516000,15.0,0 days 02:14:32.467000,24,,,0,0
29.0,ZHO,Kick Sauber,HARD,2.0,28.0,0 days 00:01:21.338000,15.0,0 days 02:15:53.805000,24,,,0,0
30.0,ZHO,Kick Sauber,HARD,2.0,29.0,0 days 00:01:21.044000,15.0,0 days 02:17:14.849000,24,,,0,0
31.0,ZHO,Kick Sauber,HARD,2.0,30.0,0 days 00:01:20.806000,15.0,0 days 02:18:35.655000,24,,,0,0
32.0,ZHO,Kick Sauber,HARD,2.0,31.0,0 days 00:01:20.782000,15.0,0 days 02:19:56.437000,24,,,0,0
33.0,ZHO,Kick Sauber,HARD,2.0,32.0,0 days 00:01:20.677000,15.0,0 days 02:21:17.114000,24,,,0,0
34.0,ZHO,Kick Sauber,HARD,2.0,33.0,0 days 00:01:20.736000,15.0,0 days 02:22:37.850000,24,,,0,0
35.0,ZHO,Kick Sauber,HARD,2.0,34.0,0 days 00:01:20.372000,15.0,0 days 02:23:58.222000,24,,,0,0
36.0,ZHO,Kick Sauber,HARD,2.0,35.0,0 days 00:01:20.986000,15.0,0 days 02:25:19.208000,24,,,0,0
37.0,ZHO,Kick Sauber,HARD,2.0,36.0,0 days 00:01:21.449000,15.0,0 days 02:26:40.657000,24,,,0,0
38.0,ZHO,Kick Sauber,HARD,2.0,37.0,0 days 00:01:21.090000,15.0,0 days 02:28:01.747000,24,,,0,0
39.0,ZHO,Kick Sauber,HARD,2.0,38.0,0 days 00:01:21.233000,15.0,0 days 02:29:22.980000,24,,,0,0
40.0,ZHO,Kick Sauber,HARD,2.0,39.0,0 days 00:01:24.969000,15.0,0 days 02:30:47.949000,24,,,0,0
41.0,ZHO,Kick Sauber,HARD,2.0,40.0,0 days 00:01:21.127000,15.0,0 days 02:32:09.076000,24,,,0,0
42.0,ZHO,Kick Sauber,HARD,2.0,41.0,0 days 00:01:21.957000,15.0,0 days 02:33:31.033000,24,,,0,0
43.0,ZHO,Kick Sauber,HARD,2.0,42.0,0 days 00:01:20.578000,15.0,0 days 02:34:51.611000,24,,,0,0
44.0,ZHO,Kick Sauber,HARD,2.0,43.0,0 days 00:01:19.610000,15.0,0 days 02:36:11.221000,24,,,0,0
45.0,ZHO,Kick Sauber,HARD,2.0,44.0,0 days 00:01:20.686000,15.0,0 days 02:37:31.907000,24,,,0,0
46.0,ZHO,Kick Sauber,HARD,2.0,45.0,0 days 00:01:20.146000,15.0,0 days 02:38:52.053000,24,,,0,0
47.0,ZHO,Kick Sauber,HARD,2.0,46.0,0 days 00:01:20.075000,15.0,0 days 02:40:12.128000,24,,,0,0
48.0,ZHO,Kick Sauber,HARD,2.0,47.0,0 days 00:01:22.481000,14.0,0 days 02:41:34.609000,24,,,0,0
49.0,ZHO,Kick Sauber,HARD,2.0,48.0,0 days 00:01:22.134000,14.0,0 days 02:42:56.743000,24,,,0,0
50.0,ZHO,Kick Sauber,HARD,2.0,49.0,0 days 00:01:20.946000,15.0,0 days 02:44:17.689000,24,,,0,0
51.0,ZHO,Kick Sauber,HARD,2.0,50.0,0 days 00:01:20.962000,15.0,0 days 02:45:38.651000,24,,,0,0
52.0,ZHO,Kick Sauber,HARD,2.0,51.0,0 days 00:01:20.970000,15.0,0 days 02:46:59.621000,24,,,0,0
53.0,ZHO,Kick Sauber,HARD,2.0,52.0,0 days 00:01:21.375000,15.0,0 days 02:48:20.996000,24,,,0,0
54.0,ZHO,Kick Sauber,HARD,2.0,53.0,0 days 00:01:22.153000,15.0,0 days 02:49:43.149000,24,,,0,0
55.0,ZHO,Kick Sauber,HARD,2.0,54.0,0 days 00:01:21.399000,16.0,0 days 02:51:04.548000,24,,,0,0
56.0,ZHO,Kick Sauber,HARD,2.0,55.0,0 days 00:01:20.315000,16.0,0 days 02:52:24.863000,24,,,0,0
57.0,ZHO,Kick Sauber,HARD,2.0,56.0,0 days 00:01:21.119000,15.0,0 days 02:53:45.982000,24,,,0,0
58.0,ZHO,Kick Sauber,HARD,2.0,57.0,0 days 00:01:18.795000,15.0,0 days 02:55:04.777000,24,,,0,0
59.0,ZHO,Kick Sauber,HARD,2.0,58.0,0 days 00:01:17.936000,15.0,0 days 02:56:22.713000,24,,,0,0
60.0,ZHO,Kick Sauber,HARD,2.0,59.0,0 days 00:01:18.545000,15.0,0 days 02:57:41.258000,24,,,0,0
61.0,ZHO,Kick Sauber,HARD,2.0,60.0,0 days 00:01:18.707000,15.0,0 days 02:58:59.965000,24,,,0,0
62.0,ZHO,Kick Sauber,HARD,2.0,61.0,0 days 00:01:18.817000,15.0,0 days 03:00:18.782000,24,,,0,0
63.0,ZHO,Kick Sauber,HARD,2.0,62.0,0 days 00:01:18.789000,15.0,0 days 03:01:37.571000,24,,,0,0
64.0,ZHO,Kick Sauber,HARD,2.0,63.0,0 days 00:01:19.295000,15.0,0 days 03:02:56.866000,24,,,0,0
65.0,ZHO,Kick Sauber,HARD,2.0,64.0,0 days 00:01:19.719000,15.0,0 days 03:04:16.585000,24,,,0,0
66.0,ZHO,Kick Sauber,HARD,2.0,65.0,0 days 00:01:19.749000,15.0,0 days 03:05:36.334000,24,,,0,0
67.0,ZHO,Kick Sauber,HARD,2.0,66.0,0 days 00:01:20.357000,15.0,0 days 03:06:56.691000,24,,,0,0
68.0,ZHO,Kick Sauber,HARD,2.0,67.0,0 days 00:01:25.217000,16.0,0 days 03:08:21.908000,24,,,0,1
69.0,ZHO,Kick Sauber,HARD,2.0,68.0,0 days 00:01:20.484000,16.0,0 days 03:09:42.392000,24,,,0,1
70.0,ZHO,Kick Sauber,HARD,2.0,69.0,0 days 00:01:40.898000,16.0,0 days 03:11:23.290000,24,0 days 03:10:59.688000,,1,1
71.0,ZHO,Kick Sauber,SOFT,3.0,1.0,0 days 00:01:25.295000,16.0,0 days 03:12:48.585000,24,,0 days 03:11:24.136000,0,0
72.0,ZHO,Kick Sauber,SOFT,3.0,2.0,0 days 00:01:20.585000,16.0,0 days 03:14:09.170000,24,,,0,0
73.0,ZHO,Kick Sauber,SOFT,3.0,3.0,0 days 00:01:15.233000,16.0,0 days 03:15:24.403000,24,,,0,0
74.0,ZHO,Kick Sauber,SOFT,3.0,4.0,0 days 00:01:20.473000,16.0,0 days 03:16:44.876000,24,,,0,0
75.0,ZHO,Kick Sauber,SOFT,3.0,5.0,0 days 00:01:14.718000,16.0,0 days 03:17:59.594000,24,,,0,0
76.0,ZHO,Kick Sauber,SOFT,3.0,6.0,0 days 00:01:17.173000,16.0,0 days 03:19:16.767000,24,,,0,0
